X-Position,Y-Position,Z-Position,Azimuth,Elevation,Roll
15000,12100,84.25,0,90,0
15000,12125,84.25,0,90,0
15000,12150,84.25,0,90,0
15000,12175,84.25,0,90,0
15000,12200,84.25,0,90,0
15000,12225,84.25,0,90,0
15000,12250,84.25,0,90,0
15000,12275,84.25,0,90,0
15000,12300,84.25,0,90,0
15000,12325,84.25,0,90,0
15000,12350,84.25,0,90,0
15000,12375,84.25,0,90,0
15000,12400,84.25,0,90,0
15000,12425,84.25,0,90,0
15000,12450,84.25,0,90,0
15000,12475,84.25,0,90,0
15000,12500,84.25,0,90,0
15000,12525,84.25,0,90,0
15000,12550,84.25,0,90,0
15000,12575,84.25,0,90,0
15000,12600,84.25,0,90,0
15000,12625,84.25,0,90,0
15000,12650,84.25,0,90,0
15000,12675,84.25,0,90,0
15000,12700,84.25,0,90,0
15000,12725,84.25,0,90,0
15000,12750,84.25,0,90,0
15000,12775,84.25,0,90,0
15000,12800,84.25,0,90,0
15000,12825,84.25,0,90,0
15000,12850,84.25,0,90,0
15000,12875,84.25,0,90,0
15000,12900,84.25,0,90,0
15000,12925,84.25,0,90,0
15000,12950,84.25,0,90,0
15000,12975,84.25,0,90,0
15000,13000,84.25,0,90,0
15000,13025,84.25,0,90,0
15000,13050,84.25,0,90,0
15000,13075,84.25,0,90,0
15000,13100,84.25,0,90,0
15000,13125,84.25,0,90,0
15000,13150,84.25,0,90,0
15000,13175,84.25,0,90,0
15000,13200,84.25,0,90,0
15000,13225,84.25,0,90,0
15000,13250,84.25,0,90,0
15000,13275,84.25,0,90,0
15000,13300,84.25,0,90,0
15000,13325,84.25,0,90,0
15000,13350,84.25,0,90,0
15000,13375,84.25,0,90,0
15000,13400,84.25,0,90,0
15000,13425,84.25,0,90,0
15000,13450,84.25,0,90,0
15000,13475,84.25,0,90,0
15000,13500,84.25,0,90,0
15000,13525,84.25,0,90,0
15000,13550,84.25,0,90,0
15000,13575,84.25,0,90,0
15000,13600,84.25,0,90,0
15000,13625,84.25,0,90,0
15000,13650,84.25,0,90,0
15000,13675,84.25,0,90,0
15000,13700,84.25,0,90,0
15000,13725,84.25,0,90,0
15000,13750,84.25,0,90,0
15000,13775,84.25,0,90,0
15000,13800,84.25,0,90,0
15000,13825,84.25,0,90,0
15000,13850,84.25,0,90,0
15000,13875,84.25,0,90,0
15000,13900,84.25,0,90,0
15000,13925,84.25,0,90,0
15000,13950,84.25,0,90,0
15000,13975,84.25,0,90,0
15000,14000,84.25,0,90,0
15000,14025,84.25,0,90,0
15000,14050,84.25,0,90,0
15000,14075,84.25,0,90,0
15000,14100,84.25,0,90,0
15000,14125,84.25,0,90,0
15000,14150,84.25,0,90,0
15000,14175,84.25,0,90,0
15000,14200,84.25,0,90,0
15000,14225,84.25,0,90,0
15000,14250,84.25,0,90,0
15000,14275,84.25,0,90,0
15000,14300,84.25,0,90,0
15000,14325,84.25,0,90,0
15000,14350,84.25,0,90,0
15000,14375,84.25,0,90,0
15000,14400,84.25,0,90,0
15000,14425,84.25,0,90,0
15000,14450,84.25,0,90,0
15000,14475,84.25,0,90,0
15000,14500,84.25,0,90,0
15000,14525,84.25,0,90,0
15000,14550,84.25,0,90,0
15000,14575,84.25,0,90,0
15000,14600,84.25,0,90,0
15000,14625,84.25,0,90,0
15000,14650,84.25,0,90,0
15000,14675,84.25,0,90,0
15000,14700,84.25,0,90,0
15000,14725,84.25,0,90,0
15000,14750,84.25,0,90,0
15000,14775,84.25,0,90,0
15000,14800,84.25,0,90,0
15000,14825,84.25,0,90,0
15000,14850,84.25,0,90,0
15000,14875,84.25,0,90,0
15000,14900,84.25,0,90,0
15000,14925,84.25,0,90,0
15000,14950,84.25,0,90,0
15000,14975,84.25,0,90,0
15000,15000,84.25,0,90,0
15000,15025,84.25,0,90,0
15000,15050,84.25,0,90,0
15000,15075,84.25,0,90,0
15000,15100,84.25,0,90,0
15000,15125,84.25,0,90,0
15000,15150,84.25,0,90,0
15000,15175,84.25,0,90,0
15000,15200,84.25,0,90,0
15000,15225,84.25,0,90,0
15000,15250,84.25,0,90,0
15000,15275,84.25,0,90,0
15000,15300,84.25,0,90,0
15000,15325,84.25,0,90,0
15000,15350,84.25,0,90,0
15000,15375,84.25,0,90,0
15000,15400,84.25,0,90,0
15000,15425,84.25,0,90,0
15000,15450,84.25,0,90,0
15000,15475,84.25,0,90,0
15000,15500,84.25,0,90,0
15000,15525,84.25,0,90,0
15000,15550,84.25,0,90,0
15000,15575,84.25,0,90,0
15000,15600,84.25,0,90,0
15000,15625,84.25,0,90,0
15000,15650,84.25,0,90,0
15000,15675,84.25,0,90,0
15000,15700,84.25,0,90,0
15000,15725,84.25,0,90,0
15000,15750,84.25,0,90,0
15000,15775,84.25,0,90,0
15000,15800,84.25,0,90,0
15000,15825,84.25,0,90,0
15000,15850,84.25,0,90,0
15000,15875,84.25,0,90,0
15000,15900,84.25,0,90,0
15000,15925,84.25,0,90,0
15000,15950,84.25,0,90,0
15000,15975,84.25,0,90,0
15000,16000,84.25,0,90,0
15000,16025,84.25,0,90,0
15000,16050,84.25,0,90,0
15000,16075,84.25,0,90,0
15000,16100,84.25,0,90,0
15000,16125,84.25,0,90,0
15000,16150,84.25,0,90,0
15000,16175,84.25,0,90,0
15000,16200,84.25,0,90,0
15000,16225,84.25,0,90,0
15000,16250,84.25,0,90,0
15000,16275,84.25,0,90,0
15000,16300,84.25,0,90,0
15000,16325,84.25,0,90,0
15000,16350,84.25,0,90,0
15000,16375,84.25,0,90,0
15000,16400,84.25,0,90,0
15000,16425,84.25,0,90,0
15000,16450,84.25,0,90,0
15000,16475,84.25,0,90,0
15000,16500,84.25,0,90,0
15000,16525,84.25,0,90,0
15000,16550,84.25,0,90,0
15000,16575,84.25,0,90,0
15000,16600,84.25,0,90,0
15000,16625,84.25,0,90,0
15000,16650,84.25,0,90,0
15000,16675,84.25,0,90,0
15000,16700,84.25,0,90,0
15000,16725,84.25,0,90,0
15000,16750,84.25,0,90,0
15000,16775,84.25,0,90,0
15000,16800,84.25,0,90,0
15000,16825,84.25,0,90,0
15000,16850,84.25,0,90,0
15000,16875,84.25,0,90,0
15000,16900,84.25,0,90,0
15000,16925,84.25,0,90,0
15000,16950,84.25,0,90,0
15000,16975,84.25,0,90,0
15000,17000,84.25,0,90,0
15000,17025,84.25,0,90,0
15000,17050,84.25,0,90,0
15000,17075,84.25,0,90,0
15000,17100,84.25,0,90,0
15000,17125,84.25,0,90,0
15000,17150,84.25,0,90,0
15000,17175,84.25,0,90,0
15000,17200,84.25,0,90,0
15000,17225,84.25,0,90,0
15000,17250,84.25,0,90,0
15000,17275,84.25,0,90,0
15000,17300,84.25,0,90,0
15000,17325,84.25,0,90,0
15000,17350,84.25,0,90,0
15000,17375,84.25,0,90,0
15000,17400,84.25,0,90,0
15000,17425,84.25,0,90,0
15000,17450,84.25,0,90,0
15000,17475,84.25,0,90,0
15000,17500,84.25,0,90,0
15000,17525,84.25,0,90,0
15000,17550,84.25,0,90,0
15000,17575,84.25,0,90,0
15000,17600,84.25,0,90,0
15000,17625,84.25,0,90,0
15000,17650,84.25,0,90,0
15000,17675,84.25,0,90,0
15000,17700,84.25,0,90,0
15000,17725,84.25,0,90,0
15000,17750,84.25,0,90,0
15000,17775,84.25,0,90,0
15000,17800,84.25,0,90,0
15000,17825,84.25,0,90,0
15000,17850,84.25,0,90,0
15000,17875,84.25,0,90,0
15000,17900,84.25,0,90,0
15000,17925,84.25,0,90,0
15000,17950,84.25,0,90,0
15000,17975,84.25,0,90,0
15000,18000,84.25,0,90,0
15000,18025,84.25,0,90,0
15000,18050,84.25,0,90,0
15000,18075,84.25,0,90,0
15000,18100,84.25,0,90,0
15000,18125,84.25,0,90,0
15000,18150,84.25,0,90,0
15000,18175,84.25,0,90,0
15000,18200,84.25,0,90,0
15000,18225,84.25,0,90,0
15000,18250,84.25,0,90,0
15000,18275,84.25,0,90,0
15000,18300,84.25,0,90,0
15000,18325,84.25,0,90,0
15000,18350,84.25,0,90,0
15000,18375,84.25,0,90,0
15000,18400,84.25,0,90,0
15000,18425,84.25,0,90,0
15000,18450,84.25,0,90,0
15000,18475,84.25,0,90,0
15000,18500,84.25,0,90,0
15000,18525,84.25,0,90,0
15000,18550,84.25,0,90,0
15000,18575,84.25,0,90,0
15000,18600,84.25,0,90,0
15000,18625,84.25,0,90,0
15000,18650,84.25,0,90,0
15000,18675,84.25,0,90,0
15000,18700,84.25,0,90,0
15000,18725,84.25,0,90,0
15000,18750,84.25,0,90,0
15000,18775,84.25,0,90,0
15000,18800,84.25,0,90,0
15000,18825,84.25,0,90,0
15000,18850,84.25,0,90,0
15000,18875,84.25,0,90,0
15000,18900,84.25,0,90,0
15000,18925,84.25,0,90,0
15000,18950,84.25,0,90,0
15000,18975,84.25,0,90,0
15000,19000,84.25,0,90,0
15000,19025,84.25,0,90,0
15000,19050,84.25,0,90,0
15000,19075,84.25,0,90,0
15000,19100,84.25,0,90,0
15000,19125,84.25,0,90,0
15000,19150,84.25,0,90,0
15000,19175,84.25,0,90,0
15000,19200,84.25,0,90,0
15000,19225,84.25,0,90,0
15000,19250,84.25,0,90,0
15000,19275,84.25,0,90,0
15000,19300,84.25,0,90,0
15000,19325,84.25,0,90,0
15000,19350,84.25,0,90,0
15000,19375,84.25,0,90,0
15000,19400,84.25,0,90,0
15000,19425,84.25,0,90,0
15000,19450,84.25,0,90,0
15000,19475,84.25,0,90,0
15000,19500,84.25,0,90,0
